Id,SalePrice,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
726,120500,864,20,RL,60.0,6960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1989.0,Unf,2.0,660.0,TA,TA,Y,96,0,0,0,0,0,,,Shed,500,11,2009,WD ,Normal
727,222000,1680,20,RL,,21695,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808.0,Unf,0.0,72.0,880.0,GasA,Ex,Y,SBrkr,1680,0,0,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2.0,540.0,TA,TA,Y,292,44,0,182,0,0,,,,0,12,2009,WD ,Normal
728,194500,1232,20,RL,64.0,7314,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,508.0,1232.0,GasA,Ex,Y,SBrkr,1232,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,632.0,TA,TA,Y,132,0,0,0,0,0,,,,0,2,2009,WD ,Normal
729,110000,1776,90,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1776,0,0,1.0,0.0,2,0,4,2,TA,9,Typ,0,,Detchd,1968.0,Unf,3.0,888.0,TA,TA,Y,0,25,0,0,0,0,,,,0,7,2009,COD,Abnorml
730,103000,1208,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152.0,Unf,0.0,628.0,780.0,GasA,TA,Y,FuseA,848,0,360,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,2.0,539.0,TA,TA,Y,0,23,112,0,0,0,,,,0,1,2009,WD ,Normal
731,236500,1616,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,1616,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2.0,608.0,TA,TA,Y,237,152,0,0,0,0,,,,0,3,2010,WD ,Normal
732,187500,1146,80,RL,73.0,9590,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786.0,Unf,0.0,82.0,868.0,GasA,Ex,Y,SBrkr,1146,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2.0,438.0,TA,TA,Y,160,22,0,0,0,0,,,,0,5,2007,WD ,Normal
733,222500,2031,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252.0,Unf,0.0,901.0,1153.0,GasA,Ex,Y,SBrkr,1153,878,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2.0,541.0,TA,TA,Y,192,84,0,0,0,0,,,,0,7,2008,WD ,Normal
734,131400,1144,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,GasA,Ex,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1.0,264.0,TA,TA,Y,165,0,0,0,0,0,,GdWo,Shed,400,3,2009,WD ,Normal
735,108000,948,20,RL,,8978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,948.0,948.0,GasA,TA,Y,SBrkr,948,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,,,,0,5,2007,WD ,Family
736,163000,1768,75,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,GasW,Fa,N,SBrkr,880,888,0,0.0,0.0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2.0,320.0,TA,TA,N,0,341,0,0,0,0,,,,0,10,2006,WD ,Normal
737,93500,1040,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal
738,239900,1801,60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,Ex,Y,SBrkr,901,900,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,800.0,TA,TA,Y,0,116,0,0,0,0,,,,0,6,2006,WD ,Normal
739,179000,1200,90,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,3.0,0.0,3,0,3,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,120,0,0,0,0,0,,,,0,3,2009,WD ,Alloca
740,190000,1728,60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187,56,0,0,0,0,,,,0,4,2009,WD ,Normal
741,132000,1432,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,GasA,Ex,Y,SBrkr,768,664,0,0.0,0.0,2,0,2,1,TA,7,Typ,0,,Detchd,1910.0,Unf,2.0,360.0,TA,Gd,Y,270,0,112,0,0,0,,GdPrv,,0,5,2007,WD ,Abnorml
742,142000,912,20,RL,65.0,6768,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,Gd,Y,SBrkr,912,0,0,1.0,1.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1962.0,Unf,1.0,288.0,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,5,2008,WD ,Normal
743,179000,1349,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,,GdPrv,,0,12,2007,WD ,Normal
744,175000,1464,80,RL,70.0,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Ex,Y,SBrkr,1464,0,0,0.0,1.0,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2.0,480.0,TA,TA,Y,302,0,0,0,100,0,,,,0,10,2009,WD ,Normal
745,180000,1337,120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96,0,70,168,0,0,,,,0,10,2008,WD ,Normal
746,299800,2715,60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575.0,ALQ,80.0,487.0,1142.0,GasA,Ex,Y,SBrkr,1175,1540,0,0.0,1.0,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2.0,831.0,TA,TA,Y,0,204,0,0,0,0,,,,0,7,2008,WD ,Normal
747,236000,2256,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,Ex,Y,SBrkr,980,1276,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,,,,0,4,2009,WD ,Normal
748,265979,2640,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240.0,1240.0,GasW,TA,N,SBrkr,1320,1320,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4.0,864.0,TA,TA,N,181,0,386,0,0,0,,,,0,5,2009,WD ,Normal
749,260400,1720,20,RL,59.0,10593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,Y,240,56,154,0,0,0,,,,0,3,2010,WD ,Normal
750,98000,1529,50,RL,50.0,8405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,TA,N,FuseF,1088,441,0,0.0,0.0,2,0,4,1,TA,9,Mod,0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,,,,0,4,2009,WD ,Normal
751,96500,1140,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,792,348,0,0.0,0.0,1,0,3,1,TA,7,Min2,0,,,,,0.0,0.0,,,N,0,160,0,0,0,0,,,,0,6,2010,WD ,Normal
752,162000,1320,60,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,660,660,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,Fin,2.0,400.0,TA,TA,Y,0,48,0,0,0,0,,,,0,8,2007,WD ,Normal
753,217000,1494,20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,,,,0,7,2006,WD ,Normal
754,275500,2098,60,RL,80.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,192,52,0,0,0,0,,,,0,3,2006,WD ,Normal
755,156000,1026,20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472.0,115.0,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1969.0,RFn,2.0,440.0,TA,TA,Y,171,48,0,0,0,0,,,,0,7,2009,WD ,Normal
756,172500,1471,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742,729,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,,,,0,3,2009,WD ,Normal
757,212000,1768,60,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,846.0,866.0,GasA,Ex,Y,SBrkr,866,902,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,,,,0,4,2009,WD ,Normal
758,158900,1386,60,RL,,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672,714,0,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,335,0,0,0,0,0,,GdPrv,,0,4,2010,WD ,Abnorml
759,179400,1501,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD ,Normal
760,290000,2531,60,RL,65.0,12257,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,64.0,1198.0,1318.0,GasA,Ex,Y,SBrkr,1328,1203,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,752.0,TA,TA,Y,222,98,0,0,0,0,,,,0,11,2007,WD ,Normal
761,127500,864,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,2008.0,Unf,1.0,300.0,Ex,Ex,Y,0,0,0,0,0,0,,,Shed,450,10,2009,WD ,Normal
762,100000,1301,30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301,0,0,0.0,0.0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal
763,215200,1547,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764,783,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,,,,0,6,2010,Con,Normal
764,337000,2365,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268,1097,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,,,,0,7,2009,WD ,Normal
765,270000,1494,120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,,,,0,4,2006,WD ,Normal
766,264132,1506,20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1506,0,0,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,592.0,TA,TA,Y,0,174,0,0,0,0,,,,0,8,2008,New,Partial
767,196500,1714,60,RL,80.0,10421,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,Y,SBrkr,980,734,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2.0,496.0,TA,TA,Y,228,66,156,0,0,0,,MnPrv,Shed,500,3,2010,WD ,Normal
768,160000,1750,50,RL,75.0,12508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983,767,0,1.0,0.0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1.0,423.0,TA,TA,Y,245,0,156,0,0,0,,,Shed,1300,7,2008,WD ,Normal
769,216837,1836,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1836.0,1860.0,GasA,Ex,Y,SBrkr,1836,0,0,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,,,,0,10,2006,WD ,Normal
770,538000,3279,60,RL,47.0,53504,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690,1589,0,1.0,0.0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3.0,841.0,TA,TA,Y,503,36,0,0,210,0,,,,0,6,2010,WD ,Normal
771,134900,858,85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,Unf,0.0,173.0,858.0,GasA,TA,Y,SBrkr,858,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1983.0,Unf,2.0,576.0,TA,TA,Y,120,0,0,0,0,0,,,,0,4,2009,WD ,Normal
772,102000,1220,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,FuseF,1220,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,COD,Normal
773,107000,1117,80,RL,94.0,7819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,TA,Y,SBrkr,1117,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2.0,672.0,TA,TA,Y,144,0,0,0,0,0,,MnPrv,,0,3,2010,WD ,Abnorml
774,114500,912,20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,COD,Normal
